Chromosome,Bin,geneDensity
BhD4,7625001-7650000,0.80864
BhD4,7650001-7675000,0.52728
BhD4,7675001-7700000,0.86296
BhD4,7700001-7725000,0.84112
BhD4,7725001-7750000,0.53416
BhD4,7750001-7775000,0.45208
BhD4,7775001-7800000,0.60112
BhD4,7800001-7825000,0.33
BhD4,7825001-7850000,0.62964
BhD4,7850001-7875000,0.39312
BhD4,7875001-7900000,0.65076
BhD4,7900001-7925000,0.4896
BhD4,7925001-7950000,0.1796
BhD4,7950001-7975000,0.60344
BhD4,7975001-8000000,0.48
BhD4,8000001-8025000,0.7206
BhD4,8025001-8050000,0.6568
BhD4,8050001-8075000,0.50848
BhD4,8075001-8100000,0.65072
BhD4,8100001-8125000,0.40196
BhD4,8125001-8150000,0.0582
BhD4,8150001-8175000,0.03692
BhD4,8175001-8200000,0.08472
BhD4,8200001-8225000,0.0642
BhD4,8225001-8250000,0.38852
BhD4,8250001-8275000,0.10172
BhD4,8275001-8300000,0.12076
BhD4,8300001-8325000,0.57276
BhD4,8325001-8350000,0.5586
BhD4,8350001-8375000,0.6748
BhD4,8375001-8400000,0.60532
BhD4,8400001-8425000,0.47012
BhD4,8425001-8450000,0.63736
BhD4,8450001-8475000,0.8306
BhD4,8475001-8500000,0.48908
BhD4,8500001-8525000,0.38476
BhD4,8525001-8550000,0.4052
BhD4,8550001-8575000,0.4958
BhD4,8575001-8600000,0.433
BhD4,8600001-8625000,0.64344
BhD4,8625001-8650000,0.84392
BhD4,8650001-8675000,0.30572
BhD4,8675001-8700000,0.52208
BhD4,8700001-8725000,0.7658
BhD4,8725001-8750000,0.34936
BhD4,8750001-8775000,0.40832
BhD4,8775001-8800000,0.22792
BhD4,8800001-8825000,0.25004
BhD4,8825001-8850000,0.0814
BhD4,8850001-8875000,0.09552
BhD4,8875001-8900000,0.17904
BhD4,8900001-8925000,0.37868
BhD4,8925001-8950000,0.6394
BhD4,8950001-8975000,0.33932
BhD4,8975001-9000000,0.06456
BhD4,9000001-9025000,0.12428
BhD4,9025001-9050000,0.4548
BhD4,9050001-9075000,0.37936
BhD4,9075001-9100000,0.20112
BhD4,9100001-9125000,0.07716
BhD4,9125001-9150000,0.49524
BhD4,9150001-9175000,0.4944
BhD4,9175001-9200000,0.60296
BhD4,9200001-9225000,0.28044
BhD4,9225001-9250000,0.45528
BhD4,9250001-9275000,0.10348
BhD4,9275001-9300000,0.42784
BhD4,9300001-9325000,0.23104
BhD4,9325001-9350000,0.11152
BhD4,9350001-9375000,0.09256
BhD4,9375001-9400000,0.211
BhD4,9400001-9425000,0.69428
BhD4,9425001-9450000,0.87172
BhD4,9450001-9475000,0.63676
BhD4,9475001-9500000,0.49496
BhD4,9500001-9525000,0.52812
BhD4,9525001-9550000,0.80036
BhD4,9550001-9575000,0.34652
BhD4,9575001-9600000,0.31952
BhD4,9600001-9625000,0.04616
BhD4,9625001-9650000,0.8646
BhD4,9650001-9675000,0.499
BhD4,9675001-9700000,0.20808
BhD4,9700001-9725000,0.58616
BhD4,9725001-9750000,0.64264
BhD4,9750001-9775000,0.79584
BhD4,9775001-9800000,0.5882
BhD4,9800001-9825000,0.13876
BhD4,9825001-9850000,0.72796
BhD4,9850001-9875000,0.55588
BhD4,9875001-9900000,0.34868
BhD4,9900001-9925000,0.40672
BhD4,9925001-9950000,0.32452
BhD4,9950001-9975000,0.51064
BhD4,9975001-10000000,0.27504
BhD4,10000001-10025000,0.35496
BhD4,10025001-10050000,0.05908
BhD4,10050001-10075000,0.31852
BhD4,10075001-10100000,0.1846
BhD4,10100001-10125000,0.13244
BhD4,10125001-10150000,0.08876
BhD4,10150001-10175000,0.12944
BhD4,10175001-10200000,0.37844
BhD4,10200001-10225000,0.69084
BhD4,10225001-10250000,0.17668
BhD4,10250001-10275000,0.12256
BhD4,10275001-10300000,0.14168
BhD4,10300001-10325000,0.13196
BhD4,10325001-10350000,0.32372
BhD4,10350001-10375000,0.69328
BhD4,10375001-10400000,0.23004
BhD4,10400001-10425000,0.7646
BhD4,10425001-10450000,0.32132
BhD4,10450001-10475000,0
BhD4,10475001-10500000,0.1016
BhD4,10500001-10525000,0
BhD4,10525001-10550000,0.14568
BhD4,10550001-10575000,0.09444
BhD4,10575001-10600000,0.32892
BhD4,10600001-10625000,0.17728
BhD4,10625001-10650000,0.04756
BhD4,10650001-10675000,0.12636
BhD4,10675001-10700000,0.41508
BhD4,10700001-10725000,0.41692
BhD4,10725001-10750000,0.27492
BhD4,10750001-10775000,0.10724
BhD4,10775001-10800000,0.11552
BhD4,10800001-10825000,0.02568
BhD4,10825001-10850000,0.1126
BhD4,10850001-10875000,0.40284
BhD4,10875001-10900000,0.3034
BhD4,10900001-10925000,0.02484
BhD4,10925001-10950000,0.24824
BhD4,10950001-10975000,0.36248
BhD4,10975001-11000000,0.14012
BhD4,11000001-11025000,0.14168
BhD4,11025001-11050000,0.22904
BhD4,11050001-11075000,0.23476
BhD4,11075001-11100000,0.4718
BhD4,11100001-11125000,0.74748
BhD4,11125001-11150000,0.58464
BhD4,11150001-11175000,0.30624
BhD4,11175001-11200000,0.0554
BhD4,11200001-11225000,0.11408
BhD4,11225001-11250000,0.10248
BhD4,11250001-11275000,0.66512
BhD4,11275001-11300000,0.56248
BhD4,11300001-11325000,0.558
BhD4,11325001-11350000,0.0156
BhD4,11350001-11375000,0.166
BhD4,11375001-11400000,0.01444
BhD4,11400001-11425000,0.28532
BhD4,11425001-11450000,0.14712
BhD4,11450001-11475000,0.25272
BhD4,11475001-11500000,0.58564
BhD4,11500001-11525000,0.47364
BhD4,11525001-11550000,0.25404
BhD4,11550001-11575000,0.60476
BhD4,11575001-11600000,0.61
BhD4,11600001-11625000,0.1962
BhD4,11625001-11650000,0.28884
BhD4,11650001-11675000,0.58208
BhD4,11675001-11700000,0.22436
BhD4,11700001-11725000,0.47696
BhD4,11725001-11750000,0.3548
BhD4,11750001-11775000,0.09364
BhD4,11775001-11800000,0.2988
BhD4,11800001-11825000,0.48756
BhD4,11825001-11850000,0.17164
BhD4,11850001-11875000,0.05128
BhD4,11875001-11900000,0.02932
BhD4,11900001-11925000,0.00392
BhD4,11925001-11950000,0.07808
BhD4,11950001-11975000,0.2072
BhD4,11975001-12000000,0.06588
BhD4,12000001-12025000,0.27412
BhD4,12025001-12050000,0.54112
BhD4,12050001-12075000,0.4912
BhD4,12075001-12100000,0.10368
BhD4,12100001-12125000,0.2198
BhD4,12125001-12150000,0.20272
BhD4,12150001-12175000,0.29076
BhD4,12175001-12200000,0.41592
BhD4,12200001-12225000,0.33296
BhD4,12225001-12250000,0.44232
BhD4,12250001-12275000,0.29752
BhD4,12275001-12300000,0.09804
BhD4,12300001-12325000,0.21432
BhD4,12325001-12350000,0
BhD4,12350001-12375000,0.10548
BhD4,12375001-12400000,0.14512
BhD4,12400001-12425000,0.25376
BhD4,12425001-12450000,0.31264
BhD4,12450001-12475000,0.23516
BhD4,12475001-12500000,0
BhD4,12500001-12525000,0.06744
BhD4,12525001-12550000,0.07008
BhD4,12550001-12575000,0
BhD4,12575001-12600000,0.11092
BhD4,12600001-12625000,0.0864
BhD4,12625001-12650000,0.29616
BhD4,12650001-12675000,0.32152
BhD4,12675001-12700000,0.39972
BhD4,12700001-12725000,0.203
BhD4,12725001-12750000,0.1862
BhD4,12750001-12775000,0.21952
BhD4,12775001-12800000,0.44556
BhD4,12800001-12825000,0.44684
BhD4,12825001-12850000,0.60148
BhD4,12850001-12875000,0.27952
BhD4,12875001-12900000,0.10932
BhD4,12900001-12925000,0.11064
BhD4,12925001-12950000,0
BhD4,12950001-12975000,0.10128
BhD4,12975001-13000000,0.117
BhD4,13000001-13025000,0.24224
BhD4,13025001-13050000,0.1442
BhD4,13050001-13075000,0.3622
BhD4,13075001-13100000,0.4688
BhD4,13100001-13125000,0.25976
BhD4,13125001-13150000,0.47372
BhD4,13150001-13175000,0.17992
BhD4,13175001-13200000,0.13904
BhD4,13200001-13225000,0.08408
BhD4,13225001-13250000,0.3254
BhD4,13250001-13275000,0.04344
BhD4,13275001-13300000,0.11024
BhD4,13300001-13325000,0.51376
BhD4,13325001-13350000,0.2372
BhD4,13350001-13375000,0.07168
BhD4,13375001-13400000,0.0936
BhD4,13400001-13425000,0.15224
BhD4,13425001-13450000,0.43596
BhD4,13450001-13475000,0.6796
BhD4,13475001-13500000,0.6864
BhD4,13500001-13525000,0.18164
BhD4,13525001-13550000,0.20684
BhD4,13550001-13575000,0.08104
BhD4,13575001-13600000,0.31316
BhD4,13600001-13625000,0.29824
BhD4,13625001-13650000,0.30296
BhD4,13650001-13675000,0.35356
BhD4,13675001-13700000,0.3386
BhD4,13700001-13725000,0.04144
BhD4,13725001-13750000,0.40312
BhD4,13750001-13775000,0.32432
BhD4,13775001-13800000,0.28372
BhD4,13800001-13825000,0.13112
BhD4,13825001-13850000,0.22968
BhD4,13850001-13875000,0.65476
BhD4,13875001-13900000,0.76636
BhD4,13900001-13925000,0.68544
BhD4,13925001-13950000,0.22032
BhD4,13950001-13975000,0.21056
BhD4,13975001-14000000,0.43856
BhD4,14000001-14025000,0.82312
BhD4,14025001-14050000,0.4234
BhD4,14050001-14075000,0.13488
BhD4,14075001-14100000,0.2878
BhD4,14100001-14125000,0.16136
BhD4,14125001-14150000,0.2674
BhD4,14150001-14175000,0.16808
BhD4,14175001-14200000,0.24788
BhD4,14200001-14225000,0.51076
BhD4,14225001-14250000,0.23212
BhD4,14250001-14275000,0.6404
BhD4,14275001-14300000,0.58032
BhD4,14300001-14325000,0.41848
BhD4,14325001-14350000,0.52704
BhD4,14350001-14375000,0.70664
BhD4,14375001-14400000,0.56128
BhD4,14400001-14425000,0.3738
BhD4,14425001-14450000,0.44832
BhD4,14450001-14475000,0.41588
BhD4,14475001-14500000,0.12948
BhD4,14500001-14525000,0.21624
BhD4,14525001-14550000,0.42588
BhD4,14550001-14575000,0.41076
BhD4,14575001-14600000,0.12104
BhD4,14600001-14625000,0.0822
BhD4,14625001-14650000,0.40696
BhD4,14650001-14675000,0.149
BhD4,14675001-14700000,0.32912
BhD4,14700001-14725000,0.10356
BhD4,14725001-14750000,0.44908
BhD4,14750001-14775000,0.58588
BhD4,14775001-14800000,0.542
BhD4,14800001-14825000,0.3342
BhD4,14825001-14850000,0.48808
BhD4,14850001-14875000,0.38572
BhD4,14875001-14900000,0.27716
BhD4,14900001-14925000,0.47592
BhD4,14925001-14950000,0.37768
BhD4,14950001-14975000,0.48728
BhD4,14975001-15000000,0.05816
BhD4,15000001-15025000,0.49976
BhD4,15025001-15050000,0.56488
BhD4,15050001-15075000,0.07256
BhD4,15075001-15100000,0.4328
BhD4,15100001-15125000,0.45684
BhD4,15125001-15150000,0.1598
BhD4,15150001-15175000,0.43132
BhD4,15175001-15200000,0.43436
BhD4,15200001-15225000,0.632
BhD4,15225001-15250000,0.34628
BhD4,15250001-15275000,0.67528
BhD4,15275001-15300000,0.46772
BhD4,15300001-15325000,0.24268
BhD4,15325001-15350000,0
BhD4,15350001-15375000,0.1258
BhD4,15375001-15400000,0.38008
BhD4,15400001-15425000,0.17348
BhD4,15425001-15450000,0.32424
BhD4,15450001-15475000,0.14144
BhD4,15475001-15500000,0.0678
BhD4,15500001-15525000,0.02412
BhD4,15525001-15550000,0.4932
BhD4,15550001-15575000,0.4342
BhD4,15575001-15600000,0.4518
BhD4,15600001-15625000,0.08528
BhD4,15625001-15650000,0
BhD4,15650001-15675000,0
BhD4,15675001-15700000,0.01528
BhD4,15700001-15725000,0.0312
BhD4,15725001-15750000,0.20844
BhD4,15750001-15775000,0.7942
BhD4,15775001-15800000,0.72092
BhD4,15800001-15825000,0.26292
BhD4,15825001-15850000,0.52048
BhD4,15850001-15875000,0.09164
BhD4,15875001-15900000,0
BhD4,15900001-15925000,0
BhD4,15925001-15950000,0
BhD4,15950001-15975000,0
BhD4,15975001-16000000,0.31432
BhD4,16000001-16025000,0.59908
BhD4,16025001-16050000,0.67288
BhD4,16050001-16075000,0.01372
BhD4,16075001-16100000,0.25016
BhD4,16100001-16125000,0.41992
BhD4,16125001-16150000,0
BhD4,16150001-16175000,0.037
BhD4,16175001-16200000,0.36656
BhD4,16200001-16225000,0.51428
BhD4,16225001-16250000,0.55344
BhD4,16250001-16275000,0.26652
BhD4,16275001-16300000,0.5342
BhD4,16300001-16325000,0.02748
BhD4,16325001-16350000,0.09812
BhD4,16350001-16375000,0.50648
BhD4,16375001-16400000,0.04868
BhD4,16400001-16425000,0.40404
BhD4,16425001-16450000,0.76904
BhD4,16450001-16475000,0.31916
BhD4,16475001-16500000,0.28696
BhD4,16500001-16525000,0.40052
BhD4,16525001-16550000,0.63224
BhD4,16550001-16575000,0.39756
BhD4,16575001-16600000,0.35032
BhD4,16600001-16625000,0.41908
BhD4,16625001-16650000,0.4314
BhD4,16650001-16675000,0.5974
BhD4,16675001-16700000,0.79808
BhD4,16700001-16725000,0.43508
BhD4,16725001-16750000,0.46748
BhD4,16750001-16775000,0.37576
BhD4,16775001-16800000,0.31452
BhD4,16800001-16825000,0.61136
BhD4,16825001-16850000,0.26376
BhD4,16850001-16875000,0.33072
BhD4,16875001-16900000,0.0632
BhD4,16900001-16925000,0.39748
BhD4,16925001-16950000,0.51972
BhD4,16950001-16975000,0.13948
BhD4,16975001-17000000,0.662
BhD4,17000001-17025000,0.55408
BhD4,17025001-17050000,0.68264
BhD4,17050001-17075000,0.46608
BhD4,17075001-17100000,0.74272
BhD4,17100001-17125000,0.37052
BhD4,17125001-17150000,0.614
BhD4,17150001-17175000,0
BhD4,17175001-17200000,0.0386
BhD4,17200001-17225000,0.2192
BhD4,17225001-17250000,0.01632
BhD4,17250001-17275000,0.21564
BhD4,17275001-17300000,0.18688
BhD4,17300001-17325000,0.10976
BhD4,17325001-17350000,0.65768
BhD4,17350001-17375000,0.13024
BhD4,17375001-17400000,0
BhD4,17400001-17425000,0.23372
BhD4,17425001-17450000,0.16896
BhD4,17450001-17475000,0.4606
BhD4,17475001-17500000,0.45088
BhD4,17500001-17525000,0.20992
BhD4,17525001-17550000,0.30552
BhD4,17550001-17575000,0.26792
BhD4,17575001-17600000,0.23588
BhD4,17600001-17625000,0.12228
BhD4,17625001-17650000,0.5822
BhD4,17650001-17675000,0.30068
BhD4,17675001-17700000,0.49476
BhD4,17700001-17725000,0.60532
BhD4,17725001-17750000,0.04288
BhD4,17750001-17775000,0
BhD4,17775001-17800000,0.14968
BhD4,17800001-17825000,0
BhD4,17825001-17850000,0.52072
BhD4,17850001-17875000,0.15316
BhD4,17875001-17900000,0.30532
BhD4,17900001-17925000,0.0242
BhD4,17925001-17950000,0.33588
BhD4,17950001-17975000,0.46216
BhD4,17975001-18000000,0.53688
BhD4,18000001-18025000,0.27532
BhD4,18025001-18050000,0.58296
BhD4,18050001-18075000,0.56768
BhD4,18075001-18100000,0.27856
BhD4,18100001-18125000,0.21716
BhD4,18125001-18150000,0.0422
BhD4,18150001-18175000,0.35928
BhD4,18175001-18200000,0.19888
BhD4,18200001-18225000,0.19388
BhD4,18225001-18250000,0.02412
BhD4,18250001-18275000,0.34952
BhD4,18275001-18300000,0.07524
BhD4,18300001-18325000,0.05816
BhD4,18325001-18350000,0.0158
BhD4,18350001-18375000,0.15352
BhD4,18375001-18400000,0.122
BhD4,18400001-18425000,0.10132
BhD4,18425001-18450000,0
BhD4,18450001-18475000,0
BhD4,18475001-18500000,0
BhD4,18500001-18525000,0
BhD4,18525001-18550000,0
BhD4,18550001-18575000,0.10512
BhD4,18575001-18600000,0.12248
BhD4,18600001-18625000,0.09404
BhD4,18625001-18650000,0.06472
BhD4,18650001-18675000,0.05504
BhD4,18675001-18700000,0
BhD4,18700001-18725000,0
BhD4,18725001-18750000,0.02352
BhD4,18750001-18775000,0.02112
BhD4,18775001-18800000,0
BhD4,18800001-18825000,0
BhD4,18825001-18850000,0
BhD4,18850001-18875000,0.01764
BhD4,18875001-18900000,0
BhD4,18900001-18925000,0.14088
BhD4,18925001-18950000,0.10964
BhD4,18950001-18975000,0.13552
BhD4,18975001-19000000,0
BhD4,19000001-19025000,0.08304
BhD4,19025001-19050000,0.2258
BhD4,19050001-19075000,0.57584
BhD4,19075001-19100000,0.42516
BhD4,19100001-19125000,0.02628
BhD4,19125001-19150000,0.11032
BhD4,19150001-19175000,0.24716
BhD4,19175001-19200000,0.0126
BhD4,19200001-19225000,0.06024
BhD4,19225001-19250000,0.01968
BhD4,19250001-19275000,0
BhD4,19275001-19300000,0.16068
BhD4,19300001-19325000,0.016
BhD4,19325001-19350000,0
BhD4,19350001-19375000,0
BhD4,19375001-19400000,0.34504
BhD4,19400001-19425000,0.50428
BhD4,19425001-19450000,0.30492
BhD4,19450001-19475000,0.01788
BhD4,19475001-19500000,0.17564
BhD4,19500001-19525000,0.26848
BhD4,19525001-19550000,0.12784
BhD4,19550001-19575000,0.06816
BhD4,19575001-19600000,0.2324
BhD4,19600001-19625000,0.17144
BhD4,19625001-19650000,0.13572
BhD4,19650001-19675000,0.30632
BhD4,19675001-19700000,0.04848
BhD4,19700001-19725000,0
BhD4,19725001-19750000,0.16204
BhD4,19750001-19775000,0.03364
BhD4,19775001-19800000,0.01804
BhD4,19800001-19825000,0.12988
BhD4,19825001-19850000,0.14436
BhD4,19850001-19875000,0
BhD4,19875001-19900000,0.35916
BhD4,19900001-19925000,0.35356
BhD4,19925001-19950000,0.02388
BhD4,19950001-19975000,0
BhD4,19975001-20000000,0.455
BhD4,20000001-20025000,0
BhD4,20025001-20050000,0
BhD4,20050001-20075000,0.02772
BhD4,20075001-20100000,0
BhD4,20100001-20125000,0
BhD4,20125001-20150000,0
BhD4,20150001-20175000,0
BhD4,20175001-20200000,0.29296
BhD4,20200001-20225000,0.24796
BhD4,20225001-20250000,0
BhD4,20250001-20275000,0
BhD4,20275001-20300000,0
BhD4,20300001-20325000,0
BhD4,20325001-20350000,0
BhD4,20350001-20375000,0
BhD4,20375001-20400000,0
BhD4,20400001-20425000,0
BhD4,20425001-20450000,0
BhD4,20450001-20475000,0.20044
BhD4,20475001-20500000,0.20524
BhD4,20500001-20525000,0.25516
BhD4,20525001-20550000,0.03648
BhD4,20550001-20575000,0.05704
BhD4,20575001-20600000,0.1466
BhD4,20600001-20625000,0.16144
BhD4,20625001-20650000,0.03872
BhD4,20650001-20675000,0.15464
BhD4,20675001-20700000,0.4266
BhD4,20700001-20725000,0.16336
BhD4,20725001-20750000,0.10616
BhD4,20750001-20775000,0.09016
BhD4,20775001-20800000,0.23632
BhD4,20800001-20825000,0.8446
BhD4,20825001-20850000,0.199
BhD4,20850001-20875000,0.26836
BhD4,20875001-20900000,0.27504
BhD4,20900001-20925000,0.39328
BhD4,20925001-20950000,0.70492
BhD4,20950001-20975000,0.6884
BhD4,20975001-21000000,0.48956
BhD4,21000001-21025000,0.01968
BhD4,21025001-21050000,0.39104
BhD4,21050001-21075000,0.29812
BhD4,21075001-21100000,0.40732
BhD4,21100001-21125000,0
BhD4,21125001-21150000,0.05456
BhD4,21150001-21175000,0.56028
BhD4,21175001-21200000,0.01596
BhD4,21200001-21225000,0.16716
BhD4,21225001-21250000,0.1094
BhD4,21250001-21275000,0.32712
BhD4,21275001-21300000,0.36208
BhD4,21300001-21325000,0.17204
BhD4,21325001-21350000,0.06368
BhD4,21350001-21375000,0.01476
BhD4,21375001-21400000,0.49364
BhD4,21400001-21425000,0.13856
BhD4,21425001-21450000,0.65928
BhD4,21450001-21475000,0
BhD4,21475001-21500000,0
BhD4,21500001-21525000,0
BhD4,21525001-21550000,0.64296
BhD4,21550001-21575000,0.2536
BhD4,21575001-21600000,0.45216
BhD4,21600001-21625000,0.26784
BhD4,21625001-21650000,0.2308
BhD4,21650001-21675000,0.60392
BhD4,21675001-21700000,0.20032
BhD4,21700001-21725000,0.02208
BhD4,21725001-21750000,0.15476
BhD4,21750001-21775000,0.02912
BhD4,21775001-21800000,0
BhD4,21800001-21825000,0.01368
BhD4,21825001-21850000,0.01104
BhD4,21850001-21875000,0
BhD4,21875001-21900000,0.01768
BhD4,21900001-21925000,0.07276
BhD4,21925001-21950000,0
BhD4,21950001-21975000,0
BhD4,21975001-22000000,0
BhD4,22000001-22025000,0.1756
BhD4,22025001-22050000,0.28796
BhD4,22050001-22075000,0
BhD4,22075001-22100000,0.47092
BhD4,22100001-22125000,0.58384
BhD4,22125001-22150000,0.4796
BhD4,22150001-22175000,0.05492
BhD4,22175001-22200000,0.09904
BhD4,22200001-22225000,0.33772
BhD4,22225001-22250000,0.24764
BhD4,22250001-22275000,0.22256
BhD4,22275001-22300000,0.631
BhD4,22300001-22325000,0.05172
BhD4,22325001-22350000,0.0596
BhD4,22350001-22375000,0.2638
BhD4,22375001-22400000,0.6242
BhD4,22400001-22425000,0.50212
BhD4,22425001-22450000,0.33012
BhD4,22450001-22475000,0.35492
BhD4,22475001-22500000,0.0772
BhD4,22500001-22525000,0.37036
BhD4,22525001-22550000,0.46864
BhD4,22550001-22575000,0.82744
BhD4,22575001-22600000,0.58652
BhD4,22600001-22625000,0.37016
BhD4,22625001-22650000,0.60112
BhD4,22650001-22675000,0.11912
BhD4,22675001-22700000,0.35216
BhD4,22700001-22725000,0.5472
BhD4,22725001-22750000,0.4588
BhD4,22750001-22775000,0.23264
BhD4,22775001-22800000,0
BhD4,22800001-22825000,0.49116
BhD4,22825001-22850000,0.6086
BhD4,22850001-22875000,0.41516
BhD4,22875001-22900000,0.21116
BhD4,22900001-22925000,0.43624
BhD4,22925001-22950000,0.39708
BhD4,22950001-22975000,0.51312
BhD4,22975001-23000000,0.73268
BhD4,23000001-23025000,0
BhD4,23025001-23050000,0.46236
BhD4,23050001-23075000,0.10484
BhD4,23075001-23100000,0.27572
BhD4,23100001-23125000,0.29128
BhD4,23125001-23150000,0
BhD4,23150001-23175000,0
BhD4,23175001-23200000,0.02232
BhD4,23200001-23225000,0.18852
BhD4,23225001-23250000,0.34344
BhD4,23250001-23275000,0.18648
BhD4,23275001-23300000,0.40812
BhD4,23300001-23325000,0.6106
BhD4,23325001-23350000,0.58976
BhD4,23350001-23375000,0.03304
BhD4,23375001-23400000,0.37524
BhD4,23400001-23425000,0.21976
BhD4,23425001-23450000,0.55036
BhD4,23450001-23475000,0.31688
BhD4,23475001-23500000,0.31836
BhD4,23500001-23525000,0.27712
BhD4,23525001-23550000,0.12964
BhD4,23550001-23575000,0.46468
BhD4,23575001-23600000,0.32972
BhD4,23600001-23625000,0.47052
BhD4,23625001-23650000,0.4714
BhD4,23650001-23675000,0.13984
BhD4,23675001-23700000,0.16928
BhD4,23700001-23725000,0.23356
BhD4,23725001-23750000,0.1464
BhD4,23750001-23775000,0
BhD4,23775001-23800000,0
BhD4,23800001-23825000,0
BhD4,23825001-23850000,0
BhD4,23850001-23875000,0
BhD4,23875001-23900000,0.06072
BhD4,23900001-23925000,0
BhD4,23925001-23950000,0.14204
BhD4,23950001-23975000,0.25348
BhD4,23975001-24000000,0.02832
BhD4,24000001-24025000,0.03704
BhD4,24025001-24050000,0.22336
BhD4,24050001-24075000,0.35884
BhD4,24075001-24100000,0.16592
BhD4,24100001-24125000,0.51628
BhD4,24125001-24150000,0.10552
BhD4,24150001-24175000,0.54048
BhD4,24175001-24200000,0.64256
BhD4,24200001-24225000,0.16824
BhD4,24225001-24250000,0.08148
BhD4,24250001-24275000,0.22096
BhD4,24275001-24300000,0.7052
BhD4,24300001-24325000,0.14772
BhD4,24325001-24350000,0.2398
BhD4,24350001-24375000,0.26588
BhD4,24375001-24400000,0.03148
BhD4,24400001-24425000,0.04004
BhD4,24425001-24450000,0.20628
BhD4,24450001-24475000,0.56644
BhD4,24475001-24500000,0.07968
BhD4,24500001-24525000,0.01064
BhD4,24525001-24550000,0.01964
BhD4,24550001-24575000,0.00948
BhD4,24575001-24600000,0.06928
BhD4,24600001-24625000,0.39832
BhD4,24625001-24650000,0.02832
BhD4,24650001-24675000,0.20084
BhD4,24675001-24700000,0
BhD4,24700001-24725000,0.46504
BhD4,24725001-24750000,0
BhD4,24750001-24775000,0.0144
BhD4,24775001-24800000,0.50864
BhD4,24800001-24825000,0.09708
BhD4,24825001-24850000,0.56412
BhD4,24850001-24875000,0.24396
BhD4,24875001-24900000,0.46016
BhD4,24900001-24925000,0.04628
BhD4,24925001-24950000,0.0804
BhD4,24950001-24975000,0.19316
BhD4,24975001-25000000,0.40552
BhD4,25000001-25025000,0.65472
BhD4,25025001-25050000,0.45356
BhD4,25050001-25075000,0.44672
BhD4,25075001-25100000,0.281
BhD4,25100001-25125000,0.32132
BhD4,25125001-25150000,0.18872
BhD4,25150001-25175000,0.40184
BhD4,25175001-25200000,0.27728
BhD4,25200001-25225000,0.18896
BhD4,25225001-25250000,0.35328
BhD4,25250001-25275000,0.15712
BhD4,25275001-25300000,0.16584
BhD4,25300001-25325000,0.328
BhD4,25325001-25350000,0.61852
BhD4,25350001-25375000,0.12648
BhD4,25375001-25400000,0
BhD4,25400001-25425000,0.3408
BhD4,25425001-25450000,0.05516
BhD4,25450001-25475000,0.0674
BhD4,25475001-25500000,0
BhD4,25500001-25525000,0
BhD4,25525001-25550000,0.15944
BhD4,25550001-25575000,0.30212
BhD4,25575001-25600000,0.36184
BhD4,25600001-25625000,0.5282
BhD4,25625001-25650000,0.59092
BhD4,25650001-25675000,0.22772
BhD4,25675001-25700000,0.05972
BhD4,25700001-25725000,0.13724
BhD4,25725001-25750000,0.11052
BhD4,25750001-25775000,0.04528
BhD4,25775001-25800000,0
BhD4,25800001-25825000,0.18208
BhD4,25825001-25850000,0.41028
BhD4,25850001-25875000,0.00924
BhD4,25875001-25900000,0
BhD4,25900001-25925000,0.0782
BhD4,25925001-25950000,0.2672
BhD4,25950001-25975000,0.10448
BhD4,25975001-26000000,0.3338
BhD4,26000001-26025000,0.21172
BhD4,26025001-26050000,0.1004
BhD4,26050001-26075000,0.04028
BhD4,26075001-26100000,0.24084
BhD4,26100001-26125000,0.33004
BhD4,26125001-26150000,0.23244
BhD4,26150001-26175000,0.0146
BhD4,26175001-26200000,0.4406
BhD4,26200001-26225000,0.18364
BhD4,26225001-26250000,0.6516
BhD4,26250001-26275000,0.16708
BhD4,26275001-26300000,0.21884
BhD4,26300001-26325000,0.1306
BhD4,26325001-26350000,0.36476
BhD4,26350001-26375000,0.36548
BhD4,26375001-26400000,0
BhD4,26400001-26425000,0
BhD4,26425001-26450000,0.03436
BhD4,26450001-26475000,0.11064
BhD4,26475001-26500000,0.13372
BhD4,26500001-26525000,0.32412
BhD4,26525001-26550000,0.10924
BhD4,26550001-26575000,0.07352
BhD4,26575001-26600000,0.14856
BhD4,26600001-26625000,0.12672
BhD4,26625001-26650000,0.08924
BhD4,26650001-26675000,0.281
BhD4,26675001-26700000,0.12944
BhD4,26700001-26725000,0
BhD4,26725001-26750000,0.1262
BhD4,26750001-26775000,0.13096
BhD4,26775001-26800000,0.67304
BhD4,26800001-26825000,0.15144
BhD4,26825001-26850000,0.02384
BhD4,26850001-26875000,0.53828
BhD4,26875001-26900000,0.02792
BhD4,26900001-26925000,0.50948
BhD4,26925001-26950000,0.29532
BhD4,26950001-26975000,0.14076
BhD4,26975001-27000000,0.0562
BhD4,27000001-27025000,0.18544
BhD4,27025001-27050000,0.14204
BhD4,27050001-27075000,0
BhD4,27075001-27100000,0.15572
BhD4,27100001-27125000,0.25464
BhD4,27125001-27150000,0.37436
BhD4,27150001-27175000,0.1782
BhD4,27175001-27200000,0.41924
BhD4,27200001-27225000,0.33748
BhD4,27225001-27250000,0.43772
BhD4,27250001-27275000,0.5772
BhD4,27275001-27300000,0.258
BhD4,27300001-27325000,0.47068
BhD4,27325001-27350000,0.33244
BhD4,27350001-27375000,0.17972
BhD4,27375001-27400000,0.33212
